32'h3cbd2e88,32'h40ce5ce0,32'h40d6c928, 32'h40c80baa,32'h40dd1a5e, 32'h40bd8450,32'h40e7a1b8,// invsqrt(0.0231) = 6.5804
32'h3f07e220,32'h3fac2d18,32'h3fb33428, 32'h3fa6e7cb,32'h3fb87975, 32'h3f9e1ef6,32'h3fc1424a,// invsqrt(0.5308) = 1.3726
32'h3f4b40c4,32'h3f8cc766,32'h3f928664, 32'h3f887826,32'h3f96d5a4, 32'h3f814968,32'h3f9e0462,// invsqrt(0.7940) = 1.1223
32'h3e5ccfed,32'h400710c6,32'h400c9412, 32'h4002ee4d,32'h4010b68b, 32'h3ff8145c,32'h40179aaa,// invsqrt(0.2156) = 2.1535
32'h3f70adb0,32'h3f815f03,32'h3f86a6cf, 32'h3f7ad254,32'h3f8a9ca8, 32'h3f6d9ed7,32'h3f913667,// invsqrt(0.9402) = 1.0313
32'h3f157502,32'h3fa42be8,32'h3faadf55, 32'h3f9f2557,32'h3fafe5e7, 32'h3f96c50f,32'h3fb8462f,// invsqrt(0.5838) = 1.3088
32'h415ef0af,32'h3e866b5c,32'h3e8be7e8, 32'h3e824df4,32'h3e900550, 32'h3e76e48a,32'h3e96e0ff,// invsqrt(13.9338) = 0.2679
32'h3f59eb57,32'h3f87f586,32'h3f8d8228, 32'h3f83cc0c,32'h3f91aba2, 32'h3f79b883,32'h3f989b6c,// invsqrt(0.8512) = 1.0839
32'h3fcbc5ca,32'h3f46d661,32'h3f4ef407, 32'h3f40c025,32'h3f550a43, 32'h3f369b15,32'h3f5f2f53,// invsqrt(1.5920) = 0.7926
32'h3fe9a57a,32'h3f39b0f7,32'h3f41453f, 32'h3f3401c0,32'h3f46f476, 32'h3f2a8865,32'h3f506dd1,// invsqrt(1.8254) = 0.7402
32'h3f684b05,32'h3f83af7c,32'h3f890f77, 32'h3f7f4f01,32'h3f8d1773, 32'h3f71df0f,32'h3f93cf6d,// invsqrt(0.9074) = 1.0498
32'h3ee1d2cf,32'h3fbce156,32'h3fc496f2, 32'h3fb71922,32'h3fca5f26, 32'h3fad7620,32'h3fd40228,// invsqrt(0.4411) = 1.5057
32'h3f62648b,32'h3f8563f5,32'h3f8ad5c1, 32'h3f814e9d,32'h3f8eeb19, 32'h3f7500bd,32'h3f95b957,// invsqrt(0.8843) = 1.0634
32'h3efe6384,32'h3fb1f5ba,32'h3fb9393a, 32'h3fac831a,32'h3fbeabda, 32'h3fa36ebb,32'h3fc7c039,// invsqrt(0.4969) = 1.4187
32'h3f508d51,32'h3f8afa98,32'h3f90a6c8, 32'h3f86b974,32'h3f94e7ec, 32'h3f7f4470,32'h3f9bff28,// invsqrt(0.8147) = 1.1079
32'h3c80dbbd,32'h40fa0b03,32'h41021fda, 32'h40f2637e,32'h4105f39d, 32'h40e5a1a0,32'h410c548c,// invsqrt(0.0157) = 7.9733
32'h3f806cba,32'h3f7a76fe,32'h3f82580c, 32'h3f72cc2a,32'h3f862d76, 32'h3f6604ca,32'h3f8c9126,// invsqrt(1.0033) = 0.9983
32'h3e81d65b,32'h3ff9193c,32'h4001a208, 32'h3ff1791e,32'h40057217, 32'h3fe4c395,32'h400bccdb,// invsqrt(0.2536) = 1.9858
32'h3d6cc2c9,32'h40826fe4,32'h4087c2d4, 32'h407ce362,32'h408bc107, 32'h406f940c,32'h409268b2,// invsqrt(0.0578) = 4.1593
32'h3f7749dd,32'h3f7f42c0,32'h3f84d6fc, 32'h3f777257,32'h3f88bf30, 32'h3f6a6c53,32'h3f8f4233,// invsqrt(0.9660) = 1.0175
32'h3fa65d50,32'h3f5c0f4e,32'h3f650ab5, 32'h3f5552c2,32'h3f6bc742, 32'h3f4a1882,32'h3f770182,// invsqrt(1.2997) = 0.8772
32'h40e8590b,32'h3eba359f,32'h3ec1cf51, 32'h3eb48258,32'h3ec78298, 32'h3eab0239,32'h3ed102b7,// invsqrt(7.2609) = 0.3711
32'h3eac1799,32'h3fd85de1,32'h3fe132b1, 32'h3fd1be45,32'h3fe7d24d, 32'h3fc6b442,32'h3ff2dc50,// invsqrt(0.3361) = 1.7249
32'h3ee6fd3d,32'h3fbac19b,32'h3fc26104, 32'h3fb50a0b,32'h3fc81893, 32'h3fab82c7,32'h3fd19fd7,// invsqrt(0.4512) = 1.4888
32'h41442eac,32'h3e8f4b1a,32'h3e952460, 32'h3e8ae827,32'h3e998753, 32'h3e839890,32'h3ea0d6ea,// invsqrt(12.2614) = 0.2856
32'h3f058d1c,32'h3fadac45,32'h3fb4c2f9, 32'h3fa85b3d,32'h3fba1401, 32'h3f9f7edc,32'h3fc2f062,// invsqrt(0.5217) = 1.3845
32'h3d939b9e,32'h40699f94,32'h407328b4, 32'h406278bc,32'h407a4f8c, 32'h40568d54,32'h40831d7a,// invsqrt(0.0721) = 3.7249
32'h3fb63225,32'h3f524826,32'h3f5add62, 32'h3f4bd83a,32'h3f614d4e, 32'h3f411db0,32'h3f6c07d8,// invsqrt(1.4234) = 0.8382
32'h3e3b8608,32'h40129074,32'h40188be6, 32'h400e13de,32'h401d087c, 32'h4006998f,32'h402482cb,// invsqrt(0.1831) = 2.3368
32'h404387c2,32'h3f0f8837,32'h3f1563fa, 32'h3f0b2364,32'h3f19c8cc, 32'h3f03d0af,32'h3f211b81,// invsqrt(3.0552) = 0.5721
32'h418ca8f5,32'h3e6f52df,32'h3e79178f, 32'h3e67ff5b,32'h3e80358a, 32'h3e5bc97e,32'h3e865078,// invsqrt(17.5825) = 0.2385
32'h3f584ba7,32'h3f8877ed,32'h3f8e09e1, 32'h3f844a75,32'h3f923759, 32'h3f7aa806,32'h3f992dcb,// invsqrt(0.8449) = 1.0879
32'h3f5d3df0,32'h3f86ef2d,32'h3f8c7119, 32'h3f82cdbb,32'h3f90928b, 32'h3f77d6a5,32'h3f9774f3,// invsqrt(0.8642) = 1.0757
32'h3fd2421a,32'h3f43bf2b,32'h3f4bbc85, 32'h3f3dc127,32'h3f51ba89, 32'h3f33c476,32'h3f5bb73a,// invsqrt(1.6426) = 0.7802
32'h4008b195,32'h3f2baa3f,32'h3f32abf9, 32'h3f2668f4,32'h3f37ed44, 32'h3f1da6cc,32'h3f40af6c,// invsqrt(2.1358) = 0.6843
32'h4084914f,32'h3ef68524,32'h3f004a83, 32'h3eeef93a,32'h3f041078, 32'h3ee26560,32'h3f0a5a65,// invsqrt(4.1427) = 0.4913
32'h3f0f0efb,32'h3fa7cd83,32'h3faea6e1, 32'h3fa2aa7c,32'h3fb3c9e8, 32'h3f9a1ac7,32'h3fbc599d,// invsqrt(0.5588) = 1.3377
32'h3ef14615,32'h3fb6bb8a,32'h3fbe30e8, 32'h3fb12383,32'h3fc3c8ef, 32'h3fa7d0cd,32'h3fcd1ba5,// invsqrt(0.4712) = 1.4567
32'h3f59e961,32'h3f87f622,32'h3f8d82ca, 32'h3f83cca3,32'h3f91ac49, 32'h3f79b9a1,32'h3f989c1b,// invsqrt(0.8512) = 1.0839
32'h42a8294a,32'h3ddae188,32'h3de3d09d, 32'h3dd42e38,32'h3dea83ec, 32'h3dc9035d,32'h3df5aec7,// invsqrt(84.0806) = 0.1091
32'h3ef2fa9e,32'h3fb6171a,32'h3fbd85c2, 32'h3fb0841c,32'h3fc318c0, 32'h3fa739c9,32'h3fcc6313,// invsqrt(0.4746) = 1.4516
32'h3f865a0e,32'h3f74e0b4,32'h3f7edf6c, 32'h3f6d61a9,32'h3f832f3c, 32'h3f60e342,32'h3f896e6f,// invsqrt(1.0496) = 0.9761
32'h3ebf4e11,32'h3fcd36e6,32'h3fd5972e, 32'h3fc6eeb0,32'h3fdbdf64, 32'h3fbc7656,32'h3fe657be,// invsqrt(0.3736) = 1.6360
32'h3fc65887,32'h3f498a08,32'h3f51c3ea, 32'h3f435ea0,32'h3f57ef52, 32'h3f391646,32'h3f6237ac,// invsqrt(1.5496) = 0.8033
32'h408128e1,32'h3ef9c04d,32'h3f01f8f9, 32'h3ef21b12,32'h3f05cb97, 32'h3ee55d03,32'h3f0c2a9e,// invsqrt(4.0362) = 0.4978
32'h3ecd346c,32'h3fc62471,32'h3fce3ad3, 32'h3fc013a7,32'h3fd44b9d, 32'h3fb5f7ab,32'h3fde6799,// invsqrt(0.4008) = 1.5796
32'h3e334436,32'h4015e6d5,32'h401c0527, 32'h40115018,32'h40209be4, 32'h4009aa31,32'h402841cb,// invsqrt(0.1751) = 2.3900
32'h3f23280c,32'h3f9d20cd,32'h3fa38aa1, 32'h3f98516e,32'h3fa85a00, 32'h3f904d25,32'h3fb05e49,// invsqrt(0.6373) = 1.2526
32'h3f439a0a,32'h3f8f8181,32'h3f955cff, 32'h3f8b1ce3,32'h3f99c19d, 32'h3f83ca86,32'h3fa113fa,// invsqrt(0.7641) = 1.1440
32'h3fbce8b1,32'h3f4e8302,32'h3f56f0d8, 32'h3f4830a1,32'h3f5d4339, 32'h3f3da755,32'h3f67cc85,// invsqrt(1.4759) = 0.8231
32'h3f36c791,32'h3f947440,32'h3f9a8372, 32'h3f8fe8db,32'h3f9f0ed7, 32'h3f8855dd,32'h3fa6a1d5,// invsqrt(0.7140) = 1.1835
32'h3f8c8904,32'h3f6f6e10,32'h3f7933dc, 32'h3f6819b6,32'h3f80441b, 32'h3f5be277,32'h3f865fba,// invsqrt(1.0979) = 0.9544
32'h3f5ff480,32'h3f861d4d,32'h3f8b96a9, 32'h3f820248,32'h3f8fb1ae, 32'h3f76552a,32'h3f968961,// invsqrt(0.8748) = 1.0692
32'h3ce78962,32'h40ba890d,32'h40c22627, 32'h40b4d339,32'h40c7dbfb, 32'h40ab4ed7,32'h40d1605d,// invsqrt(0.0283) = 5.9482
32'h44aa242d,32'h3cd99a88,32'h3ce27c44, 32'h3cd2f13a,32'h3ce92592, 32'h3cc7d70f,32'h3cf43fbd,// invsqrt(1361.1305) = 0.0271
32'h3caef2c4,32'h40d697e3,32'h40df5a2a, 32'h40d0062c,32'h40e5ebe0, 32'h40c51352,32'h40f0deba,// invsqrt(0.0214) = 6.8429
32'h3f08db30,32'h3fab9025,32'h3fb290cd, 32'h3fa64fa6,32'h3fb7d14c, 32'h3f9d8ed3,32'h3fc0921f,// invsqrt(0.5346) = 1.3677
32'h41029f90,32'h3eaf9bcc,32'h3eb6c6ba, 32'h3eaa3b99,32'h3ebc26ed, 32'h3ea145f0,32'h3ec51c97,// invsqrt(8.1640) = 0.3500
32'h408e21db,32'h3eee14bc,32'h3ef7cc70, 32'h3ee6caf5,32'h3eff1637, 32'h3edaa554,32'h3f059dec,// invsqrt(4.4416) = 0.4745
32'h3ef9170b,32'h3fb3d7bd,32'h3fbb2ee9, 32'h3fae565c,32'h3fc0b04a, 32'h3fa52964,32'h3fc9dd42,// invsqrt(0.4865) = 1.4337
32'h3fc308d8,32'h3f4b3e2b,32'h3f5389d9, 32'h3f450568,32'h3f59c29c, 32'h3f3aa6cf,32'h3f642135,// invsqrt(1.5237) = 0.8101
32'h3f0e2104,32'h3fa859c2,32'h3faf38da, 32'h3fa33270,32'h3fb4602c, 32'h3f9a9b93,32'h3fbcf709,// invsqrt(0.5552) = 1.3421
32'h3c33216e,32'h4115f562,32'h411c144c, 32'h41115e33,32'h4120ab7b, 32'h4109b78e,32'h41285220,// invsqrt(0.0109) = 9.5637
32'h3f259c85,32'h3f9bf58c,32'h3fa2532a, 32'h3f972f56,32'h3fa71960, 32'h3f8f3a52,32'h3faf0e64,// invsqrt(0.6469) = 1.2433
32'h3f189075,32'h3fa27db9,32'h3fa91f97, 32'h3f9d8453,32'h3fae18fd, 32'h3f9539fe,32'h3fb66352,// invsqrt(0.5960) = 1.2954
32'h3c4371fa,32'h410f9036,32'h41156c4d, 32'h410b2b24,32'h4119d15e, 32'h4103d807,32'h4121247b,// invsqrt(0.0119) = 9.1558
32'h3d5c02ac,32'h40874fb8,32'h408cd596, 32'h40832b52,32'h4090f9fc, 32'h407887f9,32'h4097e151,// invsqrt(0.0537) = 4.3148
32'h421f4593,32'h3e1f0864,32'h3e25861e, 32'h3e1a2a17,32'h3e2a646b, 32'h3e120cee,32'h3e328194,// invsqrt(39.8179) = 0.1585
32'h3f8e24dd,32'h3f6e1237,32'h3f77c9d1, 32'h3f66c884,32'h3f7f1384, 32'h3f5aa304,32'h3f859c82,// invsqrt(1.1105) = 0.9489
32'h403b86f9,32'h3f129016,32'h3f188b84, 32'h3f0e1383,32'h3f1d0817, 32'h3f069938,32'h3f248262,// invsqrt(2.9301) = 0.5842
32'h40da7025,32'h3ec00bf5,32'h3ec7e2a7, 32'h3eba2af0,32'h3ecdc3ac, 32'h3eb05e93,32'h3ed79009,// invsqrt(6.8262) = 0.3827
32'h406e360f,32'h3f020a16,32'h3f0758de, 32'h3efc1e01,32'h3f0b53f3, 32'h3eeed90f,32'h3f11f66d,// invsqrt(3.7220) = 0.5183
32'h3fbfe9ef,32'h3f4ce37f,32'h3f55405f, 32'h3f469dd6,32'h3f5b8608, 32'h3f3c29be,32'h3f65fa21,// invsqrt(1.4993) = 0.8167
32'h3ee41adc,32'h3fbbeeec,32'h3fc39aa2, 32'h3fb62e23,32'h3fc95b6b, 32'h3fac9780,32'h3fd2f20e,// invsqrt(0.4455) = 1.4982
32'h3f2a2187,32'h3f99dfaa,32'h3fa0277c, 32'h3f9529cc,32'h3fa4dd5a, 32'h3f8d5004,32'h3facb722,// invsqrt(0.6646) = 1.2267
32'h433441f0,32'h3d957d30,32'h3d9b9732, 32'h3d90e9af,32'h3da02ab3, 32'h3d89492c,32'h3da7cb36,// invsqrt(180.2576) = 0.0745
32'h3f173ebf,32'h3fa332bd,32'h3fa9dbff, 32'h3f9e33cc,32'h3faedaf0, 32'h3f95e03b,32'h3fb72e81,// invsqrt(0.5908) = 1.3010
32'h3bf7778e,32'h41346e77,32'h413bcbcb, 32'h412ee879,32'h414151c9, 32'h4125b3d1,32'h414a8671,// invsqrt(0.0076) = 11.5071
32'h3c6ae6ae,32'h4102f3d1,32'h41084c23, 32'h40fde328,32'h410c4e60, 32'h40f0865c,32'h4112fcc6,// invsqrt(0.0143) = 8.3516
32'h404897f2,32'h3f0db584,32'h3f137e3a, 32'h3f095efa,32'h3f17d4c4, 32'h3f022416,32'h3f1f0fa8,// invsqrt(3.1343) = 0.5648
32'h400b3377,32'h3f2a1ca8,32'h3f310e28, 32'h3f24e789,32'h3f364347, 32'h3f1c39aa,32'h3f3ef126,// invsqrt(2.1750) = 0.6781
32'h3f6cc36c,32'h3f826fb7,32'h3f87c2a5, 32'h3f7ce30b,32'h3f8bc0d7, 32'h3f6f93b9,32'h3f92687f,// invsqrt(0.9249) = 1.0398
32'h3f7f6c37,32'h3f7b29d1,32'h3f82b51c, 32'h3f737984,32'h3f868d42, 32'h3f66a904,32'h3f8cf582,// invsqrt(0.9977) = 1.0011
32'h3fdcbf42,32'h3f3f0a27,32'h3f46d652, 32'h3f393106,32'h3f4caf72, 32'h3f2f71d0,32'h3f566ea8,// invsqrt(1.7246) = 0.7615
32'h3f8326a1,32'h3f77d916,32'h3f80fb6c, 32'h3f7042c4,32'h3f84c695, 32'h3f639d92,32'h3f8b192e,// invsqrt(1.0246) = 0.9879
32'h3fdadabe,32'h3f3fdd2a,32'h3f47b1f2, 32'h3f39fd94,32'h3f4d9188, 32'h3f303399,32'h3f575b83,// invsqrt(1.7098) = 0.7648
32'h3e430eb4,32'h400fb4ba,32'h4015924e, 32'h400b4e8a,32'h4019f87e, 32'h4003f990,32'h40214d78,// invsqrt(0.1905) = 2.2912
32'h4076d7a6,32'h3eff7dc8,32'h3f04f5b4, 32'h3ef7ab90,32'h3f08ded0, 32'h3eeaa289,32'h3f0f6354,// invsqrt(3.8569) = 0.5092
32'h3eb8b419,32'h3fd0d979,32'h3fd95fbd, 32'h3fca74c6,32'h3fdfc470, 32'h3fbfccf2,32'h3fea6c44,// invsqrt(0.3607) = 1.6649
32'h3ec44662,32'h3fca9980,32'h3fd2de76, 32'h3fc465c8,32'h3fd9122e, 32'h3fba0f95,32'h3fe36861,// invsqrt(0.3833) = 1.6151
32'h3ed329e5,32'h3fc3539e,32'h3fcb4c94, 32'h3fbd58e5,32'h3fd1474d, 32'h3fb361b0,32'h3fdb3e82,// invsqrt(0.4124) = 1.5571
32'h3f85f06b,32'h3f754132,32'h3f7f43dc, 32'h3f6dbf33,32'h3f8362ed, 32'h3f613be0,32'h3f89a497,// invsqrt(1.0464) = 0.9776
32'h40350206,32'h3f152dc9,32'h3f1b448d, 32'h3f109cb6,32'h3f1fd5a0, 32'h3f090040,32'h3f277216,// invsqrt(2.8282) = 0.5946
32'h3f95c515,32'h3f67ee57,32'h3f7165c9, 32'h3f60d4c2,32'h3f787f5e, 32'h3f54ff75,32'h3f822a56,// invsqrt(1.1701) = 0.9245
32'h3efcc684,32'h3fb286e1,32'h3fb9d04d, 32'h3fad0fcf,32'h3fbf475f, 32'h3fa3f408,32'h3fc86326,// invsqrt(0.4937) = 1.4232
32'h40265b9e,32'h3f1b9bdf,32'h3f21f5d3, 32'h3f16d868,32'h3f26b94a, 32'h3f0ee7f6,32'h3f2ea9bc,// invsqrt(2.5993) = 0.6203
32'h3f5d7416,32'h3f86dead,32'h3f8c5fed, 32'h3f82bdbc,32'h3f9080de, 32'h3f77b857,32'h3f97626e,// invsqrt(0.8651) = 1.0752
32'h3f76ea87,32'h3f7f7403,32'h3f84f09e, 32'h3f77a218,32'h3f88d994, 32'h3f6a9990,32'h3f8f5dd8,// invsqrt(0.9645) = 1.0182
32'h3ea91026,32'h3fda4be3,32'h3fe334dd, 32'h3fd39d28,32'h3fe9e398, 32'h3fc879f0,32'h3ff506d0,// invsqrt(0.3302) = 1.7402
32'h402f228e,32'h3f17a8d4,32'h3f1dd984, 32'h3f130450,32'h3f227e08, 32'h3f0b4774,32'h3f2a3ae4,// invsqrt(2.7365) = 0.6045
32'h3fc79906,32'h3f48e7f9,32'h3f511b3d, 32'h3f42c186,32'h3f5741b0, 32'h3f388172,32'h3f6181c4,// invsqrt(1.5594) = 0.8008
32'h3fc2ec0d,32'h3f4b4d2d,32'h3f539977, 32'h3f4513f4,32'h3f59d2b0, 32'h3f3ab497,32'h3f64320d,// invsqrt(1.5228) = 0.8104
32'h3ed3b110,32'h3fc31538,32'h3fcb0ba2, 32'h3fbd1c68,32'h3fd10472, 32'h3fb32862,32'h3fdaf878,// invsqrt(0.4135) = 1.5552
32'h3fae4168,32'h3f5704fc,32'h3f5fcbb8, 32'h3f506fef,32'h3f6660c5, 32'h3f457784,32'h3f715930,// invsqrt(1.3614) = 0.8571
32'h3d8b28c2,32'h40709c5b,32'h407a6e7e, 32'h40693ec0,32'h4080e60c, 32'h405cf814,32'h40870962,// invsqrt(0.0679) = 3.8363
32'h40897241,32'h3ef21afc,32'h3efbfcbe, 32'h3eeab1ac,32'h3f01b307, 32'h3ede577a,32'h3f07e020,// invsqrt(4.2952) = 0.4825
32'h3f46453a,32'h3f8e896d,32'h3f945acb, 32'h3f8a2c67,32'h3f98b7d1, 32'h3f82e6b3,32'h3f9ffd85,// invsqrt(0.7745) = 1.1363
32'h3fd18780,32'h3f441641,32'h3f4c1729, 32'h3f3e1592,32'h3f5217d8, 32'h3f341470,32'h3f5c18fa,// invsqrt(1.6369) = 0.7816
32'h40014311,32'h3f3087e6,32'h3f37bc78, 32'h3f2b2079,32'h3f3d23e5, 32'h3f221ec4,32'h3f46259a,// invsqrt(2.0197) = 0.7036
32'h421c3b14,32'h3e2092b5,32'h3e272089, 32'h3e1ba857,32'h3e2c0ae7, 32'h3e13770f,32'h3e343c2f,// invsqrt(39.0577) = 0.1600
32'h3f0516c2,32'h3fadf96c,32'h3fb51346, 32'h3fa8a608,32'h3fba66aa, 32'h3f9fc5b6,32'h3fc346fc,// invsqrt(0.5199) = 1.3869
32'h3d87750d,32'h4073e061,32'h407dd4a4, 32'h406c6930,32'h4082a5eb, 32'h405ff7dc,32'h4088de95,// invsqrt(0.0661) = 3.8883
32'h400c4dd6,32'h3f297123,32'h3f305ba2, 32'h3f244144,32'h3f358b82, 32'h3f1b9c26,32'h3f3e30a0,// invsqrt(2.1923) = 0.6754
32'h3e9b0985,32'h3fe3f503,32'h3fed42ef, 32'h3fdcfa93,32'h3ff43d5f, 32'h3fd1592d,32'h3fffdec5,// invsqrt(0.3028) = 1.8173
32'h40290f4c,32'h3f1a5c44,32'h3f20a92c, 32'h3f15a295,32'h3f2562db, 32'h3f0dc272,32'h3f2d42fe,// invsqrt(2.6416) = 0.6153
32'h3e610c79,32'h4005c9c6,32'h400b3fba, 32'h4001b150,32'h400f5830, 32'h3ff5bbc0,32'h40162ba0,// invsqrt(0.2198) = 2.1331
32'h3eb65799,32'h3fd2328d,32'h3fdac6e6, 32'h3fcbc349,32'h3fe13629, 32'h3fc109da,32'h3febef98,// invsqrt(0.3561) = 1.6757
32'h4140f60d,32'h3e907c05,32'h3e9661bc, 32'h3e8c0fbb,32'h3e9ace05, 32'h3e84b096,32'h3ea22d2a,// invsqrt(12.0601) = 0.2880
32'h403dfdb4,32'h3f119c03,32'h3f178d7b, 32'h3f0d26e9,32'h3f1c0295, 32'h3f05b912,32'h3f23706c,// invsqrt(2.9686) = 0.5804
32'h3fb0980b,32'h3f559752,32'h3f5e4f22, 32'h3f4f0d77,32'h3f64d8fd, 32'h3f4427b4,32'h3f6fbec0,// invsqrt(1.3796) = 0.8514
32'h3fcbd8f0,32'h3f46cd0a,32'h3f4eea4e, 32'h3f40b717,32'h3f550041, 32'h3f369281,32'h3f5f24d7,// invsqrt(1.5926) = 0.7924
32'h3f6955b5,32'h3f836426,32'h3f88c10d, 32'h3f7ebcf0,32'h3f8cc6ba, 32'h3f7154ad,32'h3f937adc,// invsqrt(0.9115) = 1.0474
32'h3def7053,32'h40376e73,32'h403eeb1f, 32'h4031d0f2,32'h404488a0, 32'h4028751b,32'h404de477,// invsqrt(0.1169) = 2.9246
32'h40a00000,32'h3ee064d6,32'h3ee98d86, 32'h3ed98652,32'h3ef06c0a, 32'h3ece1376,32'h3efbdee6,// invsqrt(5.0000) = 0.4472
32'h3e26e9a4,32'h401b599d,32'h4021b0dd, 32'h4016982d,32'h4026724d, 32'h400eab1d,32'h402e5f5d,// invsqrt(0.1630) = 2.4769
32'h4004f43d,32'h3f2e1000,32'h3f352ac7, 32'h3f28bbec,32'h3f3a7edc, 32'h3f1fda74,32'h3f436054,// invsqrt(2.0774) = 0.6938
32'h3e44de5d,32'h400f0b1c,32'h4014e1c4, 32'h400aaa1e,32'h401942c2, 32'h40035dcb,32'h40208f15,// invsqrt(0.1923) = 2.2807
32'h40714dc9,32'h3f013411,32'h3f067a1d, 32'h3efa7f12,32'h3f0a6ea5, 32'h3eed4ff6,32'h3f110633,// invsqrt(3.7704) = 0.5150
32'h3dc69312,32'h40496c51,32'h4051a4fb, 32'h404341d1,32'h4057cf7b, 32'h4038fafc,32'h40621650,// invsqrt(0.0970) = 3.2115
32'h3ef029f0,32'h3fb72783,32'h3fbea14a, 32'h3fb18c2f,32'h3fc43c9f, 32'h3fa833f6,32'h3fcd94d8,// invsqrt(0.4691) = 1.4601
32'h3f85ad2c,32'h3f757eda,32'h3f7f8408, 32'h3f6dfaf8,32'h3f8383f5, 32'h3f61747f,32'h3f89c731,// invsqrt(1.0443) = 0.9785
32'h3f532982,32'h3f8a1e06,32'h3f8fc135, 32'h3f85e3a2,32'h3f93fb98, 32'h3f7daf4e,32'h3f9b0793,// invsqrt(0.8249) = 1.1011
32'h3e45478b,32'h400ee4f5,32'h4014ba0f, 32'h400a8522,32'h401919e2, 32'h40033ac2,32'h40206442,// invsqrt(0.1927) = 2.2783
32'h3fa7f1c8,32'h3f5b05b1,32'h3f63f640, 32'h3f545145,32'h3f6aaaab, 32'h3f492492,32'h3f75d75e,// invsqrt(1.3121) = 0.8730
32'h3f5b928b,32'h3f877240,32'h3f8cf986, 32'h3f834ccb,32'h3f911efb, 32'h3f78c765,32'h3f980813,// invsqrt(0.8577) = 1.0798
32'h4004a5a1,32'h3f2e438c,32'h3f35606e, 32'h3f28ede4,32'h3f3ab616, 32'h3f2009ca,32'h3f439a30,// invsqrt(2.0726) = 0.6946
32'h3f52f2cd,32'h3f8a2fed,32'h3f8fd3d8, 32'h3f85f4fe,32'h3f940ec8, 32'h3f7dd032,32'h3f9b1bad,// invsqrt(0.8240) = 1.1016
32'h3fe6c918,32'h3f3ad6b2,32'h3f4276f8, 32'h3f351e7e,32'h3f482f2c, 32'h3f2b9626,32'h3f51b784,// invsqrt(1.8030) = 0.7447
32'h3ded747d,32'h40383231,32'h403fb6db, 32'h40328eb2,32'h40455a5a, 32'h402928df,32'h404ec02d,// invsqrt(0.1159) = 2.9368
32'h4001a1a5,32'h3f304775,32'h3f377965, 32'h3f2ae201,32'h3f3cded9, 32'h3f21e395,32'h3f45dd45,// invsqrt(2.0255) = 0.7026
32'h3e6c3ad1,32'h40029569,32'h4007e9e0, 32'h3ffd2c1e,32'h400be939, 32'h3fefd8f4,32'h401292ce,// invsqrt(0.2307) = 2.0820
32'h3f73ad9d,32'h3f809288,32'h3f85d1fc, 32'h3f7945e4,32'h3f89c192, 32'h3f6c2744,32'h3f9050e2,// invsqrt(0.9519) = 1.0250
32'h40153ccc,32'h3f244ad1,32'h3f2aff80, 32'h3f1f434c,32'h3f300704, 32'h3f16e171,32'h3f3868df,// invsqrt(2.3318) = 0.6549
32'h3f6ed155,32'h3f81dfc9,32'h3f872cd7, 32'h3f7bcbfe,32'h3f8b26a1, 32'h3f6e8b5d,32'h3f91c6f2,// invsqrt(0.9329) = 1.0353
32'h40d7a87b,32'h3ec147d1,32'h3ec92b67, 32'h3ebb5d21,32'h3ecf1617, 32'h3eb180a6,32'h3ed8f292,// invsqrt(6.7393) = 0.3852
32'h3efbabf4,32'h3fb2eafd,32'h3fba387f, 32'h3fad70db,32'h3fbfb2a1, 32'h3fa44ff8,32'h3fc8d384,// invsqrt(0.4915) = 1.4263
32'h3ea6b1b6,32'h3fdbd792,32'h3fe4d0b2, 32'h3fd51cba,32'h3feb8b8a, 32'h3fc9e552,32'h3ff6c2f2,// invsqrt(0.3256) = 1.7526
32'h403e41aa,32'h3f1181ff,32'h3f177267, 32'h3f0d0db0,32'h3f1be6b6, 32'h3f05a12e,32'h3f235338,// invsqrt(2.9728) = 0.5800
32'h3db5e5a5,32'h4052745a,32'h405b0b62, 32'h404c0313,32'h40617ca9, 32'h40414648,32'h406c3974,// invsqrt(0.0888) = 3.3555
32'h3d07a502,32'h40ac53dd,32'h40b35c83, 32'h40a70d61,32'h40b8a2ff, 32'h409e4292,32'h40c16dce,// invsqrt(0.0331) = 5.4951
32'h3e1ad235,32'h40214d6c,32'h4027e2de, 32'h401c5d56,32'h402cd2f4, 32'h40142288,32'h40350dc2,// invsqrt(0.1512) = 2.5718
32'h41222b94,32'h3e9d9aed,32'h3ea409bd, 32'h3e98c7d1,32'h3ea8dcd9, 32'h3e90bd4c,32'h3eb0e75e,// invsqrt(10.1356) = 0.3141
32'h3f8b727d,32'h3f705cb6,32'h3f7a2c40, 32'h3f69010e,32'h3f80c3f4, 32'h3f5cbda2,32'h3f86e5aa,// invsqrt(1.0894) = 0.9581
32'h3f29f29b,32'h3f99f4e6,32'h3fa03d96, 32'h3f953e61,32'h3fa4f41b, 32'h3f8d6385,32'h3faccef7,// invsqrt(0.6639) = 1.2273
32'h3ed8aba8,32'h3fc0d415,32'h3fc8b2f1, 32'h3fbaecf0,32'h3fce9a16, 32'h3fb1165c,32'h3fd870aa,// invsqrt(0.4232) = 1.5372
32'h3f90e4f9,32'h3f6bccfe,32'h3f756cde, 32'h3f649515,32'h3f7ca4c7, 32'h3f588d3d,32'h3f845650,// invsqrt(1.1320) = 0.9399
